chr11	113175	121257	-
chr11	121427	125577	-
chr11	125101	125171	+
chr11	127463	127513	-
chr11	127649	129571	-
chr11	129514	171597	+
chr11	131374	131466	-
chr11	131525	133587	-
chr11	133779	134563	-
chr11	133779	138046	-
chr11	134797	134889	-
chr11	134948	135174	-
chr11	134948	138046	-
chr11	135861	138046	-
chr11	138112	138955	-
chr11	139153	139488	-
chr11	167885	168942	-
chr11	169053	180208	-
chr11	171717	185901	+
chr11	180405	205610	-
chr11	193155	193711	+
chr11	193912	194417	+
chr11	197047	197296	+
chr11	197414	197560	+
chr11	197762	198028	+
chr11	197762	198198	+
chr11	198301	198463	+
chr11	198586	199368	+
chr11	198586	199943	+
chr11	199510	199943	+
chr11	204071	205344	+
chr11	205433	205610	-
chr11	205470	205610	-
chr11	205470	205951	-
chr11	205668	205951	-
chr11	206044	207006	-
chr11	206044	207302	-
chr11	208939	209174	+
chr11	208939	209258	+
chr11	208939	209270	+
chr11	209319	209406	+
chr11	209319	209478	+
chr11	210001	210406	+
chr11	210001	210570	+
chr11	210001	210574	+
chr11	210446	210570	+
chr11	210663	211198	+
chr11	211350	212415	+
chr11	212512	212596	+
chr11	212512	212614	+
chr11	212760	212836	+
chr11	212982	213298	+
chr11	213419	214205	+
chr11	213419	214229	+
chr11	213419	214287	+
chr11	213498	214229	+
chr11	216719	218777	-
chr11	216719	218831	-
chr11	219042	222378	-
chr11	219042	224077	-
chr11	219042	230451	-
chr11	223850	224065	-
chr11	224240	230451	-
chr11	224240	232982	-
chr11	224240	236193	-
chr11	226082	230451	-
chr11	230553	232982	-
chr11	230642	232982	-
chr11	230707	232982	-
chr11	233216	233342	-
chr11	233216	236047	-
chr11	233438	236047	-
chr11	233438	236193	-
chr11	233487	236047	-
chr11	233535	233910	-
chr11	233535	236047	-
chr11	233535	236193	-
chr11	233535	236615	-
chr11	234005	236615	-
chr11	237145	238997	+
chr11	237145	244040	+
chr11	237145	244160	+
chr11	239077	244040	+
chr11	239077	244160	+
chr11	244076	244160	+
chr11	244217	244425	+
chr11	244470	244674	+
chr11	244706	247276	+
chr11	244762	247276	+
chr11	247449	248775	+
chr11	248856	248931	+
chr11	249058	250802	+
chr11	250866	251545	+
chr11	250866	251819	+
chr11	250866	252504	+
chr11	251341	251545	+
chr11	251627	251819	+
chr11	251937	252504	+
chr11	253559	259386	-
chr11	259607	269289	-
chr11	278599	279326	+
chr11	279608	279833	+
chr11	279873	280083	+
chr11	281840	282701	+
chr11	281840	282704	+
chr11	282798	284229	+
chr11	284401	284474	+
chr11	284643	285165	+
chr11	287335	288019	+
chr11	288493	288618	+
chr11	288800	288949	+
chr11	288812	288949	+
chr11	289240	289803	+
chr11	289240	289869	+
chr11	290076	290389	+
chr11	290601	290657	+
chr11	290601	290677	+
chr11	290782	291001	+
chr11	291114	291975	+
chr11	292096	292545	+
chr11	292678	292885	+
chr11	292984	293067	+
chr11	292998	293162	+
chr11	293236	293365	+
chr11	293236	293669	+
chr11	293503	293593	+
chr11	293728	293829	+
chr11	293926	294098	+
chr11	294197	294266	+
chr11	294197	294320	+
chr11	294479	294555	+
chr11	298714	299304	-
chr11	303685	308230	+
chr11	303860	308230	+
chr11	304427	308230	+
chr11	304442	308230	+
chr11	307215	307673	+
chr11	307215	308230	+
chr11	307631	308230	+
chr11	307793	308048	+
chr11	307793	308230	+
chr11	308439	308754	+
chr11	308439	308972	+
chr11	308439	309012	+
chr11	308439	309017	+
chr11	308439	309023	+
chr11	308439	309139	+
chr11	308439	314921	+
chr11	308443	309017	+
chr11	308475	309012	+
chr11	308475	309017	+
chr11	308539	309012	+
chr11	308728	309012	+
chr11	308799	309012	+
chr11	308890	309012	+
chr11	308890	309017	+
chr11	309185	309252	+
chr11	309253	309320	+
chr11	310172	313996	+
chr11	310172	313999	+
chr11	310172	314163	+
chr11	310315	313996	+
chr11	310315	313999	+
chr11	310315	314163	+
chr11	310424	311034	-
chr11	310974	313996	+
chr11	310974	313999	+
chr11	311341	313996	+
chr11	311341	314163	+
chr11	311870	313999	+
chr11	313421	313996	+
chr11	313421	314191	+
chr11	313692	313996	+
chr11	313692	313999	+
chr11	313692	314163	+
chr11	313692	314167	+
chr11	314342	314963	+
chr11	314351	314551	+
chr11	314357	314642	+
chr11	314357	314673	+
chr11	314357	314881	+
chr11	314357	314921	+
chr11	314357	314926	+
chr11	314357	314932	+
chr11	314361	314926	+
chr11	314393	314921	+
chr11	314457	314921	+
chr11	314647	314921	+
chr11	314810	314881	+
chr11	314810	314921	+
chr11	318747	319356	+
chr11	318747	324110	+
chr11	318747	324574	+
chr11	319986	320560	-
chr11	319986	320564	-
chr11	319991	320112	-
chr11	319991	320275	-
chr11	319991	320464	-
chr11	319991	320490	-
chr11	319991	320564	-
chr11	320031	320564	-
chr11	320249	320564	-
chr11	320347	320729	-
chr11	320354	320748	-
chr11	320773	321136	-
chr11	320773	321223	-
chr11	320773	321347	-
chr11	320773	321620	-
chr11	320773	321698	-
chr11	320773	321737	-
chr11	320773	322595	-
chr11	320773	325757	-
chr11	320773	327250	-
chr11	320773	329445	-
chr11	321387	322595	-
chr11	322224	322379	+
chr11	322401	322556	-
chr11	326147	327250	-
chr11	327225	327406	-
chr11	327225	327439	-
chr11	327225	329445	-
chr11	327629	327729	+
chr11	327629	329103	+
chr11	327737	329192	+
chr11	328443	329147	-
chr11	328807	329163	-
chr11	329228	329445	-
chr11	329232	329982	+
chr11	369955	372108	+
chr11	372213	372661	+
chr11	372755	372851	+
chr11	372948	373025	+
chr11	373117	373190	+
chr11	373292	373448	+
chr11	373517	373749	+
chr11	373829	375460	+
chr11	375528	375638	+
chr11	375774	375846	+
chr11	375957	376073	+
chr11	376175	376250	+
chr11	376352	376420	+
chr11	377328	379417	+
chr11	379702	379865	+
chr11	380020	380100	+
chr11	380020	380129	+
chr11	380203	380291	+
chr11	380446	380670	+
chr11	380446	380824	+
chr11	380952	381668	+
chr11	392709	394328	+
chr11	393518	394328	+
chr11	393535	394328	+
chr11	394184	394328	+
chr11	394335	394508	+
chr11	394525	396607	+
chr11	396340	396607	+
chr11	396688	396813	+
chr11	397446	397538	+
chr11	397663	398991	+
chr11	399197	399966	+
chr11	400142	400333	+
chr11	400452	400534	+
chr11	400706	403077	+
chr11	403264	403617	+
chr11	403772	403942	+
chr11	404136	404235	+
chr11	404324	404533	+
chr11	406060	406141	-
chr11	406060	406348	-
chr11	406539	406842	-
chr11	406539	406875	-
chr11	406539	407061	-
chr11	406994	407061	-
chr11	407165	407424	-
chr11	407535	407816	-
chr11	407569	407816	-
chr11	407569	407851	-
chr11	407958	408072	-
chr11	407958	408694	-
chr11	408207	408694	-
chr11	408207	408893	-
chr11	408207	409867	-
chr11	408207	414822	-
chr11	408207	417293	-
chr11	408894	409216	-
chr11	408894	409859	-
chr11	408894	409867	-
chr11	408894	414822	-
chr11	409102	409867	-
chr11	409309	409867	-
chr11	409999	417293	-
chr11	410028	414822	-
chr11	410028	416775	-
chr11	410028	417293	-
chr11	410028	417324	-
chr11	418590	418719	-
chr11	418814	418887	-
chr11	418990	419581	-
chr11	419730	420462	-
chr11	420616	420717	-
chr11	420861	420944	-
chr11	421043	421140	-
chr11	421199	428087	-
chr11	428200	428357	-
chr11	428395	428474	-
chr11	428640	428721	-
chr11	428827	429473	-
chr11	428827	429569	-
chr11	429653	429757	-
chr11	429819	430082	-
chr11	430180	430268	-
chr11	430404	431693	-
chr11	431768	431847	-
chr11	431907	431998	-
chr11	432055	433313	-
chr11	433460	433814	-
chr11	433938	434023	-
chr11	434099	441920	-
chr11	448420	460186	+
chr11	450638	451351	+
chr11	450638	451384	+
chr11	450638	458860	+
chr11	450638	460186	+
chr11	451494	460186	+
chr11	460289	460760	+
chr11	460289	473894	+
chr11	460289	479084	+
chr11	463042	463347	-
chr11	473978	479084	+
chr11	479153	480124	+
chr11	479153	486938	+
chr11	487074	487419	+
chr11	487471	488198	+
chr11	488313	488528	+
chr11	488648	489399	+
chr11	489515	489587	+
chr11	489734	489882	+
chr11	490069	490419	+
chr11	490643	491120	+
chr11	494779	494882	-
chr11	495054	497970	-
chr11	498142	498456	-
chr11	498516	500541	-
chr11	498628	498762	-
chr11	498934	499014	-
chr11	499186	499828	-
chr11	499601	499828	-
chr11	499924	500483	-
chr11	500000	500483	-
chr11	500655	502061	-
chr11	500739	502061	-
chr11	502182	504426	-
chr11	502182	504823	-
chr11	502182	506608	-
chr11	502182	507112	-
chr11	502250	504823	-
chr11	502250	506608	-
chr11	502250	507112	-
chr11	504889	506608	-
chr11	504997	505377	-
chr11	504997	506077	-
chr11	504997	506608	-
chr11	504997	507112	-
chr11	505462	506077	-
chr11	512537	517214	+
chr11	519108	528158	+
chr11	528338	531853	+
chr11	528948	529153	+
chr11	532523	532630	-
chr11	532631	533276	-
chr11	532756	533276	-
chr11	532756	533452	-
chr11	533354	533452	-
chr11	533359	533452	-
chr11	533613	533765	-
chr11	533945	534211	-
chr11	534376	534517	-
chr11	534376	535256	-
chr11	534376	535415	-
chr11	534376	536335	-
chr11	534376	536852	-
chr11	537606	538597	+
chr11	538861	539579	+
chr11	539727	540673	+
chr11	540862	541536	+
chr11	541625	544719	+
chr11	544781	549901	+
chr11	549999	550071	+
chr11	550273	551130	+
chr11	551303	551650	+
chr11	551828	551902	+
chr11	551968	552089	+
chr11	552233	552568	+
chr11	552703	553962	+
chr11	555112	555304	-
chr11	555504	555733	-
chr11	555931	555995	-
chr11	556116	556191	-
chr11	556376	556491	-
chr11	556589	556834	-
chr11	557098	557398	-
chr11	557488	557571	-
chr11	557641	557883	-
chr11	558040	558160	-
chr11	558249	558613	-
chr11	558767	558855	-
chr11	558785	558855	-
chr11	558935	559320	+
chr11	558980	559346	-
chr11	558980	559968	-
chr11	558980	560682	-
chr11	559063	559346	-
chr11	559477	559778	+
chr11	559499	560682	-
chr11	559684	559778	+
chr11	560515	561761	+
chr11	561034	561761	+
chr11	561034	562078	+
chr11	561478	561761	+
chr11	561893	562078	+
chr11	561893	562083	+
chr11	562777	563188	+
chr11	563318	563395	+
chr11	563318	563557	+
chr11	563479	563557	+
chr11	567556	567796	-
chr11	567556	568330	-
chr11	567556	568351	-
chr11	567685	567796	-
chr11	567685	568351	-
chr11	567854	568330	-
chr11	567854	568351	-
chr11	576593	581491	+
chr11	581598	581964	+
chr11	581607	581961	+
chr11	581607	581964	+
chr11	582082	587258	+
chr11	587465	591383	+
chr11	591468	592558	+
chr11	592675	596922	+
chr11	597021	597394	+
chr11	597571	598372	+
chr11	598503	601573	+
chr11	601702	605118	+
chr11	605301	605604	+
chr11	605301	605607	+
chr11	605725	606441	+
chr11	606597	607065	+
chr11	609721	610195	+
chr11	610348	610500	+
chr11	610348	610666	+
chr11	610762	610953	+
chr11	611083	611633	+
chr11	612801	612998	-
chr11	613118	613205	-
chr11	613596	613784	-
chr11	613866	613950	-
chr11	613866	614173	-
chr11	613866	614475	-
chr11	614038	614173	-
chr11	614038	614475	-
chr11	614400	614475	-
chr11	614532	614796	-
chr11	614535	614796	-
chr11	614985	615096	-
chr11	615008	615096	-
chr11	615260	615344	-
chr11	615648	615912	-
chr11	617771	617953	-
chr11	618112	618598	-
chr11	618112	619305	-
chr11	619163	619305	-
chr11	619181	619305	-
chr11	619391	619473	-
chr11	619588	619680	-
chr11	619882	620066	-
chr11	620132	620295	-
chr11	620165	620295	-
chr11	620387	621079	-
chr11	621251	621344	-
chr11	621264	621344	-
chr11	621456	621561	-
chr11	621664	621811	-
chr11	621664	624212	-
chr11	621836	624212	-
chr11	621905	624212	-
chr11	624264	624556	-
chr11	624417	624556	-
chr11	624733	624817	-
chr11	624733	624917	-
chr11	624733	624969	-
chr11	625168	626020	-
chr11	626531	626696	-
chr11	626790	626887	-
chr11	626990	627072	-
chr11	637590	639432	+
chr11	639159	639432	+
chr11	639546	639647	+
chr11	640307	640400	+
chr11	644655	646326	-
chr11	644655	649900	-
chr11	644655	651161	-
chr11	644655	653961	-
chr11	646556	649942	-
chr11	648603	653961	-
chr11	650020	653961	-
chr11	651408	653961	-
chr11	654052	659434	-
chr11	654052	674535	-
chr11	659797	674535	-
chr11	666491	673997	+
chr11	674260	678322	+
chr11	674784	678693	-
chr11	674784	679687	-
chr11	678823	679687	-
chr11	678823	684897	-
chr11	679817	679977	-
chr11	679817	680962	-
